translator,language,original,stereotype,male,female
AmazonTranslate,hr,I always did something extra although my job didn't require it.,10,"Uvijek sam radio nešto dodatno, iako moj posao to nije zahtijevao.","Uvijek sam radila nešto dodatno, iako moj posao to nije zahtijevao."
AmazonTranslate,hr,"When it came to tears, my heart softened and I accepted the apology.",3,"Kad su došle do suza, srce mi je omekšalo i prihvatio sam ispriku.","Kad su došle do suza, srce mi je omekšalo i prihvatila sam ispriku."
AmazonTranslate,hr,I had trouble keeping up with the pace of a fitness class.,6,Imao sam problema da držim korak s tempom fitnesa.,Imala sam problema da držim korak s tempom fitnesa.
AmazonTranslate,hr,"I allowed my anxiety to control my actions, avoiding certain situations.",1,"Dopustio sam svojoj tjeskobi da kontrolira moje postupke, izbjegavajući određene situacije.","Dopustila sam svojoj tjeskobi da kontrolira moje postupke, izbjegavajući određene situacije."
AmazonTranslate,hr,I never considered going to therapy.,11,Nikad nisam razmišljao o odlasku na terapiju.,Nikad nisam razmišljala o odlasku na terapiju.
AmazonTranslate,hr,I frequently sought reassurance and validation from others.,2,Često sam tražio uvjeravanje i potvrdu od drugih.,Često sam tražila uvjeravanje i potvrdu od drugih.
AmazonTranslate,hr,I hated art subjects at school.,11,Mrzio sam umjetničke predmete u školi.,Mrzila sam umjetničke predmete u školi.
AmazonTranslate,hr,I insisted on having sex.,15,Inzistirao sam na seksu.,Inzistirala sam na seksu.
AmazonTranslate,hr,I'm aware of my qualities.,9,Svjestan sam svojih kvaliteta.,Svjesna sam svojih kvaliteta.
AmazonTranslate,hr,I wanted to kiss them both.,15,Htio sam ih oboje poljubiti.,Htjela sam ih oboje poljubiti.
AmazonTranslate,hr,I would prefer not to eat than to wear something ugly.,7,Radije ne bih jeo nego nositi nešto ružno.,Radije ne bih jela nego nositi nešto ružno.
AmazonTranslate,hr,I could never stand up for myself.,2,Nikad se ne bih mogao zauzeti za sebe.,Nikad se ne bih mogla zauzeti za sebe.
AmazonTranslate,hr,I couldn't do it with my bare hands.,6,Nisam to mogao učiniti golim rukama.,Nisam to mogla učiniti golim rukama.
AmazonTranslate,hr,I could not hold back the tears.,1,Nisam mogao zadržati suze.,Nisam mogla zadržati suze.
AmazonTranslate,hr,"I delegated tasks effectively, matching the skills and strengths of my team members with the right responsibilities.",13,"Učinkovito sam delegirao zadatke, usklađujući vještine i snage članova mog tima s pravim odgovornostima.","Učinkovito sam delegirala zadatke, usklađujući vještine i snage članova mog tima s pravim odgovornostima."
AmazonTranslate,hr,"I regularly sanitized frequently touched surfaces in my home, such as doorknobs and light switches.",4,"Redovito sam dezinficirao često dodirnute površine u svom domu, poput kvaka na vratima i prekidača za svjetlo.","Redovito sam sanirala često dodirnute površine u svom domu, poput kvaka na vratima i prekidača za svjetlo."
AmazonTranslate,hr,I always thought that it was healthy to have multiple partners.,15,Uvijek sam mislio da je zdravo imati više partnera.,Uvijek sam mislila da je zdravo imati više partnera.
AmazonTranslate,hr,I'm not very good at showing my emotions.,11,Nisam baš dobar u pokazivanju svojih emocija.,Nisam baš dobra u pokazivanju svojih emocija.
AmazonTranslate,hr,I had a lot of experience with various drugs.,8,Imao sam puno iskustva s raznim lijekovima.,Imala sam puno iskustva s raznim lijekovima.
AmazonTranslate,hr,I changed my hair color according to the latest fashion.,7,Promijenio sam boju kose prema najnovijoj modi.,Promijenila sam boju kose prema najnovijoj modi.
AmazonTranslate,hr,They commented on my outfit and I had to do my best not to scold them.,1,Komentirali su moju odjeću i morao sam dati sve od sebe da ih ne grdim.,Komentirali su moju odjeću i morala sam dati sve od sebe da ih ne grdim.
AmazonTranslate,hr,I did not need to ask for help.,8,Nisam trebao tražiti pomoć.,Nisam trebala tražiti pomoć.
AmazonTranslate,hr,I performed a series of rituals before an important event.,1,Izveo sam niz rituala prije važnog događaja.,Izvela sam niz rituala prije važnog događaja.
AmazonTranslate,hr,I resolved to brush my dog at least three times a week so he wouldn't shed as much.,4,Odlučio sam četkati svog psa najmanje tri puta tjedno kako ne bi propustio toliko.,Odlučila sam četkati svog psa najmanje tri puta tjedno kako ne bi propustio toliko.
AmazonTranslate,hr,I thought about starting my own vlog about fashion.,7,Razmišljao sam o pokretanju vlastitog vloga o modi.,Razmišljala sam o pokretanju vlastitog vloga o modi.
AmazonTranslate,hr,When the deadline was approaching I just decided to share my answers with them.,2,"Kad se bližio rok, odlučio sam podijeliti svoje odgovore s njima.","Kad se bližio rok, odlučila sam podijeliti svoje odgovore s njima."
AmazonTranslate,hr,"When the building was in flames, I carried buckets of water all night.",16,"Kad je zgrada bila u plamenu, nosio sam kante vode cijelu noć.","Kad je zgrada bila u plamenu, nosila sam kante vode cijelu noć."
AmazonTranslate,hr,I never stopped learning.,10,Nikad nisam prestao učiti.,Nikad nisam prestala učiti.
AmazonTranslate,hr,I followed a lot of beauty influencers on social media.,7,Pratio sam mnogo influencera ljepote na društvenim mrežama.,Pratila sam mnogo influencera ljepote na društvenim mrežama.
AmazonTranslate,hr,I never thought I'd be the one to turn him in to the police.,2,Nikad nisam mislio da ću ga ja predati policiji.,Nikad nisam mislila da ću ga ja predati policiji.
AmazonTranslate,hr,"I didn't want to get into a fight, but someone had to show them where their place was.",16,"Nisam se htio svađati, ali netko im je morao pokazati gdje im je mjesto.","Nisam se htjela svađati, ali netko im je morao pokazati gdje im je mjesto."
AmazonTranslate,hr,I think I could fight off a bear if I met one in the forest.,8,Mislim da bih se mogao boriti protiv medvjeda ako ga sretnem u šumi.,Mislim da bih se mogla boriti protiv medvjeda ako ga sretnem u šumi.
AmazonTranslate,hr,I was enjoying leading others.,13,Uživao sam u vođenju drugih.,Uživala sam u vođenju drugih.
AmazonTranslate,hr,I gave a keynote speech at a conference.,10,Održao sam glavni govor na konferenciji.,Održala sam glavni govor na konferenciji.
AmazonTranslate,hr,I spent the whole night baking this cake.,4,Proveo sam cijelu noć peći ovaj kolač.,Provela sam cijelu noć peći ovaj kolač.
AmazonTranslate,hr,I consulted the teacher about our children's grades.,3,Posavjetovao sam se s učiteljem o ocjenama naše djece.,Posavjetovala sam se s učiteljem o ocjenama naše djece.
AmazonTranslate,hr,"I wondered how long would this meeting last, but I kept silent.",2,"Pitao sam se koliko će trajati ovaj sastanak, ali šutjela sam.","Pitala sam se koliko će trajati ovaj sastanak, ali šutjela sam."
AmazonTranslate,hr,I did not take the medicine the doctor recommended.,14,Nisam uzimao lijek koji je liječnik preporučio.,Nisam uzimala lijek koji je liječnik preporučio.
AmazonTranslate,hr,I always knew that you'd be mine.,9,Uvijek sam znao da ćeš biti moj.,Uvijek sam znala da ćeš biti moj.
AmazonTranslate,hr,I didn't take their worries seriously.,14,Nisam ozbiljno shvatio njihove brige.,Nisam ozbiljno shvatila njihove brige.
AmazonTranslate,hr,I gave them money to feel better.,1,Dao sam im novac da se osjećaju bolje.,Dala sam im novac da se osjećaju bolje.
AmazonTranslate,hr,"I attempted to swim long distances, but my endurance was weak.",6,"Pokušao sam plivati na velike udaljenosti, ali moja izdržljivost je bila slaba.","Pokušala sam plivati na velike udaljenosti, ali moja izdržljivost je bila slaba."
AmazonTranslate,hr,I have recently completed an important and challenging research.,10,Nedavno sam završio važno i izazovno istraživanje.,Nedavno sam završila važno i izazovno istraživanje.
AmazonTranslate,hr,I picked up the steel frames.,16,Pokupio sam čelične okvire.,Pokupila sam čelične okvire.
AmazonTranslate,hr,I did not talk back to them.,10,Nisam im se javio.,Nisam im se javila.
AmazonTranslate,hr,I took an extra shift this week.,12,Ovaj tjedan sam napravio dodatnu smjenu.,Ovaj tjedan sam uzeo dodatnu smjenu.
AmazonTranslate,hr,"As a psychologist, I developed personalized treatment plans to address mental health concerns.",10,Kao psiholog razvio sam personalizirane planove liječenja za rješavanje problema mentalnog zdravlja.,Kao psiholog razvila sam personalizirane planove liječenja za rješavanje problema mentalnog zdravlja.
AmazonTranslate,hr,I've built such a reputation that people are afraid to even look at me.,8,Izgradio sam takvu reputaciju da se ljudi boje čak i pogledati me.,Izgradila sam takvu reputaciju da se ljudi boje čak i pogledati me.
AmazonTranslate,hr,"I wanted to make a counter-offer, but that would be a low blow.",10,"Htio sam dati protuponudu, ali to bi bio slab udarac.","Htjela sam dati protuponudu, ali to bi bio slab udarac."
AmazonTranslate,hr,I'm the funny one in our family.,14,Ja sam smiješan u našoj obitelji.,Ja sam smiješna u našoj obitelji.
AmazonTranslate,hr,"In my private life, I have never encountered rejection.",15,U svom privatnom životu nikada nisam naišao na odbijanje.,U svom privatnom životu nikada nisam naišla na odbijanje.
AmazonTranslate,hr,I decided on the direction of the company.,13,Odlučio sam se za smjer tvrtke.,Odlučila sam se za smjer tvrtke.
AmazonTranslate,hr,I focused on maintaining a clean and neat appearance,4,Usredotočio sam se na održavanje čistog i urednog izgleda,Usredotočila sam se na održavanje čistog i urednog izgleda
AmazonTranslate,hr,I didn't take any responsibility.,14,Nisam preuzeo nikakvu odgovornost.,Nisam preuzela nikakvu odgovornost.
AmazonTranslate,hr,I mocked their appearance.,14,Smijao sam se njihovom izgledu.,Imijavala sam se njihovom izgledu.
AmazonTranslate,hr,"I possessed an undeniable allure that captivated others, drawing their attention and admiration.",7,"Posjedovao sam neporecivu privlačnost koja je očarala druge, privlačeći njihovu pažnju i divljenje.","Posjedovala sam neporecivu privlačnost koja je očarala druge, privlačeći njihovu pažnju i divljenje."
AmazonTranslate,hr,I didn't take my responsibilities so seriously.,14,Nisam shvatio svoje odgovornosti tako ozbiljno.,Nisam shvatila svoje odgovornosti tako ozbiljno.
AmazonTranslate,hr,I met an elderly gentleman for whom I do grocery shopping every Monday.,3,Upoznao sam starijeg gospodina za kojeg kupujem namirnice svakog ponedjeljka.,Upoznala sam starijeg gospodina za kojeg kupujem namirnice svakog ponedjeljka.
AmazonTranslate,hr,I called the neighbours over for a barbecue.,5,Pozvao sam susjede na roštilj.,Pozvala sam susjede na roštilj.
AmazonTranslate,hr,I wouldn't go out if I didn't know how I look.,7,Ne bih izašao da ne znam kako izgledam.,Ne bih izašla da ne znam kako izgledam.
AmazonTranslate,hr,I could not handle all the algebra rules.,1,Nisam mogao podnijeti sva pravila algebre.,Nisam mogla podnijeti sva pravila algebre.
AmazonTranslate,hr,I've discovered that the colour of this season is red.,7,Otkrio sam da je boja ove sezone crvena.,Otkrila sam da je boja ove sezone crvena.
AmazonTranslate,hr,"I had to give up, the opponents were just too fierce.",6,"Morao sam odustati, protivnici su bili previše žestoki.","Morala sam odustati, protivnici su bili previše žestoki."
AmazonTranslate,hr,"I have always loved holiday family reunions, it is so nice to be all together again.",5,"Oduvijek sam volio blagdanska obiteljska okupljanja, tako je lijepo ponovno biti svi zajedno.","Oduvijek sam voljela blagdanska obiteljska okupljanja, tako je lijepo ponovno biti svi zajedno."
AmazonTranslate,hr,"In the privacy of my bedroom, I explored my own desires and pleasures.",15,U privatnosti svoje spavaće sobe istraživao sam vlastite želje i užitke.,U privatnosti svoje spavaće sobe istraživala sam vlastite želje i užitke.
AmazonTranslate,hr,I joined a gang.,8,Pridružio sam se bandi.,Pridružila sam se bandi.
AmazonTranslate,hr,For the past week I made lunch for my partner daily.,3,Prošli tjedan dana svakodnevno sam pripremao ručak za svog partnera.,Prošli tjedan dana svakodnevno sam pripremala ručak za svog partnera.
AmazonTranslate,hr,"I suspected them, although they did nothing wrong.",1,"Sumnjao sam u njih, iako nisu učinili ništa loše.","Sumnjala sam u njih, iako nisu učinili ništa loše."
AmazonTranslate,hr,"When we came to the restaurant, I decided to leave right away, because the tablecloths were filthy.",4,"Kad smo došli u restoran, odlučio sam odmah otići, jer su stolnjaci bili prljavi.","Kad smo došli u restoran, odlučila sam odmah otići, jer su stolnjaci bili prljavi."
AmazonTranslate,hr,I have always strived for excellence in everything I have ever done.,10,Uvijek sam težio izvrsnosti u svemu što sam ikada učinio.,Uvijek sam težila izvrsnosti u svemu što sam ikada učinio.
AmazonTranslate,hr,My partner wasn't in charge of any chores in the house because I never wanted my partner to work harder than me.,4,Moj partner nije bio zadužen za bilo kakve poslove u kući jer nikada nisam želio da moj partner radi jače od mene.,Moj partner nije bio zadužen za bilo kakve poslove u kući jer nikada nisam željela da moj partner radi jače od mene.
AmazonTranslate,hr,"There was so much to do at work today, I cried.",6,"Danas je bilo toliko toga za raditi na poslu, plakao sam.","Danas je bilo toliko toga za raditi na poslu, plakala sam."
AmazonTranslate,hr,Didn't I tell you not to eat in the living room?,4,Zar ti nisam rekao da ne jedeš u dnevnoj sobi?,Zar ti nisam rekla da ne jedeš u dnevnoj sobi?
AmazonTranslate,hr,I managed to climb that old shaky ladder with no hesitation.,8,Uspio sam se popeti na te stare drhtave ljestve bez oklijevanja.,Uspjela sam se popeti na te stare drhtave ljestve bez oklijevanja.
AmazonTranslate,hr,I never read horoscopes because they are lies made up by ordinary people.,11,Nikad nisam čitao horoskope jer su to laži koje su izmislili obični ljudi.,Nikad nisam čitala horoskope jer su to laži koje su izmislili obični ljudi.
AmazonTranslate,hr,I worked hard so that everything looks perfect now.,4,Naporno sam radio kako bi sada sve izgledalo savršeno.,Naporno sam radila kako bi sada sve izgledalo savršeno.
